Ingredient,Country,Claim Category,Allowed Claims,Dosage,Health claim pending European authorisation,Claim Use Notes
Hops (Humulus lupulus),Austria,Stress Relief / Sleep Support / Anxiety Reduction / Digestive Comfort / Antioxidant,"On-Hold:\nGood to use in case of difficulties falling asleep.\nFor nervous system excitation.\nHelps to support the digestion\nContributes to the function of intestinal tract.\nHelps to maintain a calm and comfortable menopause\nHelps women coping with the telltale signs associated with menopause, such as hot flushes, sweating, restlessness and irritability.\nContributes to a normal cholesterol.\nContains antioxidants.\nIs a source of antioxidants.\nWith antioxidants.\nContains naturally occurring antioxidants.\nAntioxidants help protect you from free radicals.\nAntioxidants help protect your cells and tissues from oxidation.\nAntioxidants contribute.\nHelps to support the digestion.\nContributes to the function of intestinal tract.",Dried flower infusion: 0.5–2 g per day\nStandardized extract: 300–600 mg per day,Health claim pending European authorisation,"Use on-hold claims with traditional use disclaimer.\nConsult healthcare provider before use if pregnant, breastfeeding, or taking medications.\nMay cause allergic reactions in sensitive individuals.\nNot recommended for use in severe liver or kidney diseases.\nUse caution if you have hormone-sensitive conditions."
Hops (Humulus lupulus),Sweden,Stress Relief / Sleep Support / Anxiety Reduction / Digestive Comfort / Antioxidant,"On-Hold:\nGood to use in case of difficulties falling asleep.\nFor nervous system excitation.\nHelps to support the digestion\nContributes to the function of intestinal tract.\nHelps to maintain a calm and comfortable menopause\nHelps women coping with the telltale signs associated with menopause, such as hot flushes, sweating, restlessness and irritability.\nContributes to a normal cholesterol.\nContains antioxidants.\nIs a source of antioxidants.\nWith antioxidants.\nContains naturally occurring antioxidants.\nAntioxidants help protect you from free radicals.\nAntioxidants help protect your cells and tissues from oxidation.\nAntioxidants contribute.\nHelps to support the digestion.\nContributes to the function of intestinal tract.",Dried flower infusion: 0.5–2 g per day\nStandardized extract: 300–600 mg per day,Health claim pending European authorisation,"Use on-hold claims with traditional use disclaimer.\nConsult healthcare provider before use if pregnant, breastfeeding, or taking medications.\nMay cause allergic reactions in sensitive individuals.\nNot recommended for use in severe liver or kidney diseases.\nUse caution if you have hormone-sensitive conditions."
Hops (Humulus lupulus),Norway,Stress Relief / Sleep Support / Anxiety Reduction / Digestive Comfort / Antioxidant,"On-Hold:\nGood to use in case of difficulties falling asleep.\nFor nervous system excitation.\nHelps to support the digestion\nContributes to the function of intestinal tract.\nHelps to maintain a calm and comfortable menopause\nHelps women coping with the telltale signs associated with menopause, such as hot flushes, sweating, restlessness and irritability.\nContributes to a normal cholesterol.\nContains antioxidants.\nIs a source of antioxidants.\nWith antioxidants.\nContains naturally occurring antioxidants.\nAntioxidants help protect you from free radicals.\nAntioxidants help protect your cells and tissues from oxidation.\nAntioxidants contribute.\nHelps to support the digestion.\nContributes to the function of intestinal tract.",Dried flower infusion: 0.5–2 g per day\nStandardized extract: 300–600 mg per day,Health claim pending European authorisation,"Use on-hold claims with traditional use disclaimer.\nConsult healthcare provider before use if pregnant, breastfeeding, or taking medications.\nMay cause allergic reactions in sensitive individuals.\nNot recommended for use in severe liver or kidney diseases.\nUse caution if you have hormone-sensitive conditions."
Hops (Humulus lupulus),Denmark,Stress Relief / Sleep Support / Anxiety Reduction / Digestive Comfort / Antioxidant,"On-Hold:\nGood to use in case of difficulties falling asleep.\nFor nervous system excitation.\nHelps to support the digestion\nContributes to the function of intestinal tract.\nHelps to maintain a calm and comfortable menopause\nHelps women coping with the telltale signs associated with menopause, such as hot flushes, sweating, restlessness and irritability.\nContributes to a normal cholesterol.\nContains antioxidants.\nIs a source of antioxidants.\nWith antioxidants.\nContains naturally occurring antioxidants.\nAntioxidants help protect you from free radicals.\nAntioxidants help protect your cells and tissues from oxidation.\nAntioxidants contribute.\nHelps to support the digestion.\nContributes to the function of intestinal tract.",Dried flower infusion: 0.5–2 g per day\nStandardized extract: 300–600 mg per day,Health claim pending European authorisation,"Use on-hold claims with traditional use disclaimer.\nConsult healthcare provider before use if pregnant, breastfeeding, or taking medications.\nMay cause allergic reactions in sensitive individuals.\nNot recommended for use in severe liver or kidney diseases.\nUse caution if you have hormone-sensitive conditions."
Hops (Humulus lupulus),Portugal,Stress Relief / Sleep Support / Anxiety Reduction / Digestive Comfort / Antioxidant,"On-Hold:\nGood to use in case of difficulties falling asleep.\nFor nervous system excitation.\nHelps to support the digestion\nContributes to the function of intestinal tract.\nHelps to maintain a calm and comfortable menopause\nHelps women coping with the telltale signs associated with menopause, such as hot flushes, sweating, restlessness and irritability.\nContributes to a normal cholesterol.\nContains antioxidants.\nIs a source of antioxidants.\nWith antioxidants.\nContains naturally occurring antioxidants.\nAntioxidants help protect you from free radicals.\nAntioxidants help protect your cells and tissues from oxidation.\nAntioxidants contribute.\nHelps to support the digestion.\nContributes to the function of intestinal tract.",Dried flower infusion: 0.5–2 g per day\nStandardized extract: 300–600 mg per day,Health claim pending European authorisation,"Use on-hold claims with traditional use disclaimer.\nConsult healthcare provider before use if pregnant, breastfeeding, or taking medications.\nMay cause allergic reactions in sensitive individuals.\nNot recommended for use in severe liver or kidney diseases.\nUse caution if you have hormone-sensitive conditions."
Hops (Humulus lupulus),Greece,Stress Relief / Sleep Support / Anxiety Reduction / Digestive Comfort / Antioxidant,"On-Hold:\nGood to use in case of difficulties falling asleep.\nFor nervous system excitation.\nHelps to support the digestion\nContributes to the function of intestinal tract.\nHelps to maintain a calm and comfortable menopause\nHelps women coping with the telltale signs associated with menopause, such as hot flushes, sweating, restlessness and irritability.\nContributes to a normal cholesterol.\nContains antioxidants.\nIs a source of antioxidants.\nWith antioxidants.\nContains naturally occurring antioxidants.\nAntioxidants help protect you from free radicals.\nAntioxidants help protect your cells and tissues from oxidation.\nAntioxidants contribute.\nHelps to support the digestion.\nContributes to the function of intestinal tract.",Dried flower infusion: 0.5–2 g per day\nStandardized extract: 300–600 mg per day,Health claim pending European authorisation,"Use on-hold claims with traditional use disclaimer.\nConsult healthcare provider before use if pregnant, breastfeeding, or taking medications.\nMay cause allergic reactions in sensitive individuals.\nNot recommended for use in severe liver or kidney diseases.\nUse caution if you have hormone-sensitive conditions."
Hops (Humulus lupulus),Hungary,Stress Relief / Sleep Support / Anxiety Reduction / Digestive Comfort / Antioxidant,"On-Hold:\nGood to use in case of difficulties falling asleep.\nFor nervous system excitation.\nHelps to support the digestion\nContributes to the function of intestinal tract.\nHelps to maintain a calm and comfortable menopause\nHelps women coping with the telltale signs associated with menopause, such as hot flushes, sweating, restlessness and irritability.\nContributes to a normal cholesterol.\nContains antioxidants.\nIs a source of antioxidants.\nWith antioxidants.\nContains naturally occurring antioxidants.\nAntioxidants help protect you from free radicals.\nAntioxidants help protect your cells and tissues from oxidation.\nAntioxidants contribute.\nHelps to support the digestion.\nContributes to the function of intestinal tract.",Dried flower infusion: 0.5–2 g per day\nStandardized extract: 300–600 mg per day,Health claim pending European authorisation,"Use on-hold claims with traditional use disclaimer.\nConsult healthcare provider before use if pregnant, breastfeeding, or taking medications.\nMay cause allergic reactions in sensitive individuals.\nNot recommended for use in severe liver or kidney diseases.\nUse caution if you have hormone-sensitive conditions."
Hops (Humulus lupulus),Czechia,Stress Relief / Sleep Support / Anxiety Reduction / Digestive Comfort / Antioxidant,"On-Hold:\nGood to use in case of difficulties falling asleep.\nFor nervous system excitation.\nHelps to support the digestion\nContributes to the function of intestinal tract.\nHelps to maintain a calm and comfortable menopause\nHelps women coping with the telltale signs associated with menopause, such as hot flushes, sweating, restlessness and irritability.\nContributes to a normal cholesterol.\nContains antioxidants.\nIs a source of antioxidants.\nWith antioxidants.\nContains naturally occurring antioxidants.\nAntioxidants help protect you from free radicals.\nAntioxidants help protect your cells and tissues from oxidation.\nAntioxidants contribute.\nHelps to support the digestion.\nContributes to the function of intestinal tract.",Dried flower infusion: 0.5–2 g per day\nStandardized extract: 300–600 mg per day,Health claim pending European authorisation,"Use on-hold claims with traditional use disclaimer.\nConsult healthcare provider before use if pregnant, breastfeeding, or taking medications.\nMay cause allergic reactions in sensitive individuals.\nNot recommended for use in severe liver or kidney diseases.\nUse caution if you have hormone-sensitive conditions."
Hops (Humulus lupulus),Poland,Stress Relief / Sleep Support / Anxiety Reduction / Digestive Comfort / Antioxidant,"On-Hold:\nGood to use in case of difficulties falling asleep.\nFor nervous system excitation.\nHelps to support the digestion\nContributes to the function of intestinal tract.\nHelps to maintain a calm and comfortable menopause\nHelps women coping with the telltale signs associated with menopause, such as hot flushes, sweating, restlessness and irritability.\nContributes to a normal cholesterol.\nContains antioxidants.\nIs a source of antioxidants.\nWith antioxidants.\nContains naturally occurring antioxidants.\nAntioxidants help protect you from free radicals.\nAntioxidants help protect your cells and tissues from oxidation.\nAntioxidants contribute.\nHelps to support the digestion.\nContributes to the function of intestinal tract.",Dried flower infusion: 0.5–2 g per day\nStandardized extract: 300–600 mg per day,Health claim pending European authorisation,"Use on-hold claims with traditional use disclaimer.\nConsult healthcare provider before use if pregnant, breastfeeding, or taking medications.\nMay cause allergic reactions in sensitive individuals.\nNot recommended for use in severe liver or kidney diseases.\nUse caution if you have hormone-sensitive conditions."
Hops (Humulus lupulus),Romania,Stress Relief / Sleep Support / Anxiety Reduction / Digestive Comfort / Antioxidant,"On-Hold:\nGood to use in case of difficulties falling asleep.\nFor nervous system excitation.\nHelps to support the digestion\nContributes to the function of intestinal tract.\nHelps to maintain a calm and comfortable menopause\nHelps women coping with the telltale signs associated with menopause, such as hot flushes, sweating, restlessness and irritability.\nContributes to a normal cholesterol.\nContains antioxidants.\nIs a source of antioxidants.\nWith antioxidants.\nContains naturally occurring antioxidants.\nAntioxidants help protect you from free radicals.\nAntioxidants help protect your cells and tissues from oxidation.\nAntioxidants contribute.\nHelps to support the digestion.\nContributes to the function of intestinal tract.",Dried flower infusion: 0.5–2 g per day\nStandardized extract: 300–600 mg per day,Health claim pending European authorisation,"Use on-hold claims with traditional use disclaimer.\nConsult healthcare provider before use if pregnant, breastfeeding, or taking medications.\nMay cause allergic reactions in sensitive individuals.\nNot recommended for use in severe liver or kidney diseases.\nUse caution if you have hormone-sensitive conditions."
Hops (Humulus lupulus),Slovakia,Stress Relief / Sleep Support / Anxiety Reduction / Digestive Comfort / Antioxidant,"On-Hold:\nGood to use in case of difficulties falling asleep.\nFor nervous system excitation.\nHelps to support the digestion\nContributes to the function of intestinal tract.\nHelps to maintain a calm and comfortable menopause\nHelps women coping with the telltale signs associated with menopause, such as hot flushes, sweating, restlessness and irritability.\nContributes to a normal cholesterol.\nContains antioxidants.\nIs a source of antioxidants.\nWith antioxidants.\nContains naturally occurring antioxidants.\nAntioxidants help protect you from free radicals.\nAntioxidants help protect your cells and tissues from oxidation.\nAntioxidants contribute.\nHelps to support the digestion.\nContributes to the function of intestinal tract.",Dried flower infusion: 0.5–2 g per day\nStandardized extract: 300–600 mg per day,Health claim pending European authorisation,"Use on-hold claims with traditional use disclaimer.\nConsult healthcare provider before use if pregnant, breastfeeding, or taking medications.\nMay cause allergic reactions in sensitive individuals.\nNot recommended for use in severe liver or kidney diseases.\nUse caution if you have hormone-sensitive conditions."
Hops (Humulus lupulus),Bulgaria,Stress Relief / Sleep Support / Anxiety Reduction / Digestive Comfort / Antioxidant,"On-Hold:\nGood to use in case of difficulties falling asleep.\nFor nervous system excitation.\nHelps to support the digestion\nContributes to the function of intestinal tract.\nHelps to maintain a calm and comfortable menopause\nHelps women coping with the telltale signs associated with menopause, such as hot flushes, sweating, restlessness and irritability.\nContributes to a normal cholesterol.\nContains antioxidants.\nIs a source of antioxidants.\nWith antioxidants.\nContains naturally occurring antioxidants.\nAntioxidants help protect you from free radicals.\nAntioxidants help protect your cells and tissues from oxidation.\nAntioxidants contribute.\nHelps to support the digestion.\nContributes to the function of intestinal tract.",Dried flower infusion: 0.5–2 g per day\nStandardized extract: 300–600 mg per day,Health claim pending European authorisation,"Use on-hold claims with traditional use disclaimer.\nConsult healthcare provider before use if pregnant, breastfeeding, or taking medications.\nMay cause allergic reactions in sensitive individuals.\nNot recommended for use in severe liver or kidney diseases.\nUse caution if you have hormone-sensitive conditions."
Hops (Humulus lupulus),Slovenia,Stress Relief / Sleep Support / Anxiety Reduction / Digestive Comfort / Antioxidant,"On-Hold:\nGood to use in case of difficulties falling asleep.\nFor nervous system excitation.\nHelps to support the digestion\nContributes to the function of intestinal tract.\nHelps to maintain a calm and comfortable menopause\nHelps women coping with the telltale signs associated with menopause, such as hot flushes, sweating, restlessness and irritability.\nContributes to a normal cholesterol.\nContains antioxidants.\nIs a source of antioxidants.\nWith antioxidants.\nContains naturally occurring antioxidants.\nAntioxidants help protect you from free radicals.\nAntioxidants help protect your cells and tissues from oxidation.\nAntioxidants contribute.\nHelps to support the digestion.\nContributes to the function of intestinal tract.",Dried flower infusion: 0.5–2 g per day\nStandardized extract: 300–600 mg per day,Health claim pending European authorisation,"Use on-hold claims with traditional use disclaimer.\nConsult healthcare provider before use if pregnant, breastfeeding, or taking medications.\nMay cause allergic reactions in sensitive individuals.\nNot recommended for use in severe liver or kidney diseases.\nUse caution if you have hormone-sensitive conditions."
Lemon Balm (Melissa officinalis),Netherlands,Digestive Health / Sleep Support / Stress & Mood Support / Respiratory & Throat Health,"On-Hold:\nExample of wording: Improves digestive health, helps to relax stomach and intestinal tract\nUsed to help to find a better sleep\nUsed to decrease tenseness\nUsed to decrease restlessness\nUsed to decrease irritability\nHelps to find a better sleep\nContributes to find a better sleep\nHelps to decrease tenseness\nSoothing for mouth and throat\nReliefs in case of tickle in the throat and pharynx\nSoothing and pleasant effect on throat, pharynx and vocal cords",Dried herb infusion: 2–4 g per day\nStandardized extract: 300–600 mg per day,Health claim pending European authorisation,"Use on-hold claims with traditional use disclaimer.\nConsult healthcare provider before use if pregnant, breastfeeding, or taking sedative medications.\nMay cause allergic reactions in sensitive individuals.\nUse with caution when operating machinery due to sedative effects."
Lemon Balm (Melissa officinalis),Germany,Digestive Health / Sleep Support / Stress & Mood Support / Respiratory & Throat Health,"On-Hold:\nExample of wording: Improves digestive health, helps to relax stomach and intestinal tract\nUsed to help to find a better sleep\nUsed to decrease tenseness\nUsed to decrease restlessness\nUsed to decrease irritability\nHelps to find a better sleep\nContributes to find a better sleep\nHelps to decrease tenseness\nSoothing for mouth and throat\nReliefs in case of tickle in the throat and pharynx\nSoothing and pleasant effect on throat, pharynx and vocal cords",Dried herb infusion: 2–4 g per day\nStandardized extract: 300–600 mg per day,Health claim pending European authorisation,"Use on-hold claims with traditional use disclaimer.\nConsult healthcare provider before use if pregnant, breastfeeding, or taking sedative medications.\nMay cause allergic reactions in sensitive individuals.\nUse with caution when operating machinery due to sedative effects."
Lemon Balm (Melissa officinalis),France,Digestive Health / Sleep Support / Stress & Mood Support / Respiratory & Throat Health,"On-Hold:\nExample of wording: Improves digestive health, helps to relax stomach and intestinal tract\nUsed to help to find a better sleep\nUsed to decrease tenseness\nUsed to decrease restlessness\nUsed to decrease irritability\nHelps to find a better sleep\nContributes to find a better sleep\nHelps to decrease tenseness\nSoothing for mouth and throat\nReliefs in case of tickle in the throat and pharynx\nSoothing and pleasant effect on throat, pharynx and vocal cords",Dried herb infusion: 2–4 g per day\nStandardized extract: 300–600 mg per day,Health claim pending European authorisation,"Use on-hold claims with traditional use disclaimer.\nConsult healthcare provider before use if pregnant, breastfeeding, or taking sedative medications.\nMay cause allergic reactions in sensitive individuals.\nUse with caution when operating machinery due to sedative effects."
Lemon Balm (Melissa officinalis),Spain,Digestive Health / Sleep Support / Stress & Mood Support / Respiratory & Throat Health,"On-Hold:\nExample of wording: Improves digestive health, helps to relax stomach and intestinal tract\nUsed to help to find a better sleep\nUsed to decrease tenseness\nUsed to decrease restlessness\nUsed to decrease irritability\nHelps to find a better sleep\nContributes to find a better sleep\nHelps to decrease tenseness\nSoothing for mouth and throat\nReliefs in case of tickle in the throat and pharynx\nSoothing and pleasant effect on throat, pharynx and vocal cords",Dried herb infusion: 2–4 g per day\nStandardized extract: 300–600 mg per day,Health claim pending European authorisation,"Use on-hold claims with traditional use disclaimer.\nConsult healthcare provider before use if pregnant, breastfeeding, or taking sedative medications.\nMay cause allergic reactions in sensitive individuals.\nUse with caution when operating machinery due to sedative effects."
Lemon Balm (Melissa officinalis),Italy,Digestive Health / Sleep Support / Stress & Mood Support / Respiratory & Throat Health,"On-Hold:\nExample of wording: Improves digestive health, helps to relax stomach and intestinal tract\nUsed to help to find a better sleep\nUsed to decrease tenseness\nUsed to decrease restlessness\nUsed to decrease irritability\nHelps to find a better sleep\nContributes to find a better sleep\nHelps to decrease tenseness\nSoothing for mouth and throat\nReliefs in case of tickle in the throat and pharynx\nSoothing and pleasant effect on throat, pharynx and vocal cords",Dried herb infusion: 2–4 g per day\nStandardized extract: 300–600 mg per day,Health claim pending European authorisation,"Use on-hold claims with traditional use disclaimer.\nConsult healthcare provider before use if pregnant, breastfeeding, or taking sedative medications.\nMay cause allergic reactions in sensitive individuals.\nUse with caution when operating machinery due to sedative effects."
Lemon Balm (Melissa officinalis),Belgium,Digestive Health / Sleep Support / Stress & Mood Support / Respiratory & Throat Health,"On-Hold:\nExample of wording: Improves digestive health, helps to relax stomach and intestinal tract\nUsed to help to find a better sleep\nUsed to decrease tenseness\nUsed to decrease restlessness\nUsed to decrease irritability\nHelps to find a better sleep\nContributes to find a better sleep\nHelps to decrease tenseness\nSoothing for mouth and throat\nReliefs in case of tickle in the throat and pharynx\nSoothing and pleasant effect on throat, pharynx and vocal cords",Dried herb infusion: 2–4 g per day\nStandardized extract: 300–600 mg per day,Health claim pending European authorisation,"Use on-hold claims with traditional use disclaimer.\nConsult healthcare provider before use if pregnant, breastfeeding, or taking sedative medications.\nMay cause allergic reactions in sensitive individuals.\nUse with caution when operating machinery due to sedative effects."
Lemon Balm (Melissa officinalis),Austria,Digestive Health / Sleep Support / Stress & Mood Support / Respiratory & Throat Health,"On-Hold:\nExample of wording: Improves digestive health, helps to relax stomach and intestinal tract\nUsed to help to find a better sleep\nUsed to decrease tenseness\nUsed to decrease restlessness\nUsed to decrease irritability\nHelps to find a better sleep\nContributes to find a better sleep\nHelps to decrease tenseness\nSoothing for mouth and throat\nReliefs in case of tickle in the throat and pharynx\nSoothing and pleasant effect on throat, pharynx and vocal cords",Dried herb infusion: 2–4 g per day\nStandardized extract: 300–600 mg per day,Health claim pending European authorisation,"Use on-hold claims with traditional use disclaimer.\nConsult healthcare provider before use if pregnant, breastfeeding, or taking sedative medications.\nMay cause allergic reactions in sensitive individuals.\nUse with caution when operating machinery due to sedative effects."
Lemon Balm (Melissa officinalis),Sweden,Digestive Health / Sleep Support / Stress & Mood Support / Respiratory & Throat Health,"On-Hold:\nExample of wording: Improves digestive health, helps to relax stomach and intestinal tract\nUsed to help to find a better sleep\nUsed to decrease tenseness\nUsed to decrease restlessness\nUsed to decrease irritability\nHelps to find a better sleep\nContributes to find a better sleep\nHelps to decrease tenseness\nSoothing for mouth and throat\nReliefs in case of tickle in the throat and pharynx\nSoothing and pleasant effect on throat, pharynx and vocal cords",Dried herb infusion: 2–4 g per day\nStandardized extract: 300–600 mg per day,Health claim pending European authorisation,"Use on-hold claims with traditional use disclaimer.\nConsult healthcare provider before use if pregnant, breastfeeding, or taking sedative medications.\nMay cause allergic reactions in sensitive individuals.\nUse with caution when operating machinery due to sedative effects."
Lemon Balm (Melissa officinalis),Norway,Digestive Health / Sleep Support / Stress & Mood Support / Respiratory & Throat Health,"On-Hold:\nExample of wording: Improves digestive health, helps to relax stomach and intestinal tract\nUsed to help to find a better sleep\nUsed to decrease tenseness\nUsed to decrease restlessness\nUsed to decrease irritability\nHelps to find a better sleep\nContributes to find a better sleep\nHelps to decrease tenseness\nSoothing for mouth and throat\nReliefs in case of tickle in the throat and pharynx\nSoothing and pleasant effect on throat, pharynx and vocal cords",Dried herb infusion: 2–4 g per day\nStandardized extract: 300–600 mg per day,Health claim pending European authorisation,"Use on-hold claims with traditional use disclaimer.\nConsult healthcare provider before use if pregnant, breastfeeding, or taking sedative medications.\nMay cause allergic reactions in sensitive individuals.\nUse with caution when operating machinery due to sedative effects."
Lemon Balm (Melissa officinalis),Denmark,Digestive Health / Sleep Support / Stress & Mood Support / Respiratory & Throat Health,"On-Hold:\nExample of wording: Improves digestive health, helps to relax stomach and intestinal tract\nUsed to help to find a better sleep\nUsed to decrease tenseness\nUsed to decrease restlessness\nUsed to decrease irritability\nHelps to find a better sleep\nContributes to find a better sleep\nHelps to decrease tenseness\nSoothing for mouth and throat\nReliefs in case of tickle in the throat and pharynx\nSoothing and pleasant effect on throat, pharynx and vocal cords",Dried herb infusion: 2–4 g per day\nStandardized extract: 300–600 mg per day,Health claim pending European authorisation,"Use on-hold claims with traditional use disclaimer.\nConsult healthcare provider before use if pregnant, breastfeeding, or taking sedative medications.\nMay cause allergic reactions in sensitive individuals.\nUse with caution when operating machinery due to sedative effects."
Lemon Balm (Melissa officinalis),Portugal,Digestive Health / Sleep Support / Stress & Mood Support / Respiratory & Throat Health,"On-Hold:\nExample of wording: Improves digestive health, helps to relax stomach and intestinal tract\nUsed to help to find a better sleep\nUsed to decrease tenseness\nUsed to decrease restlessness\nUsed to decrease irritability\nHelps to find a better sleep\nContributes to find a better sleep\nHelps to decrease tenseness\nSoothing for mouth and throat\nReliefs in case of tickle in the throat and pharynx\nSoothing and pleasant effect on throat, pharynx and vocal cords",Dried herb infusion: 2–4 g per day\nStandardized extract: 300–600 mg per day,Health claim pending European authorisation,"Use on-hold claims with traditional use disclaimer.\nConsult healthcare provider before use if pregnant, breastfeeding, or taking sedative medications.\nMay cause allergic reactions in sensitive individuals.\nUse with caution when operating machinery due to sedative effects."
Lemon Balm (Melissa officinalis),Greece,Digestive Health / Sleep Support / Stress & Mood Support / Respiratory & Throat Health,"On-Hold:\nExample of wording: Improves digestive health, helps to relax stomach and intestinal tract\nUsed to help to find a better sleep\nUsed to decrease tenseness\nUsed to decrease restlessness\nUsed to decrease irritability\nHelps to find a better sleep\nContributes to find a better sleep\nHelps to decrease tenseness\nSoothing for mouth and throat\nReliefs in case of tickle in the throat and pharynx\nSoothing and pleasant effect on throat, pharynx and vocal cords",Dried herb infusion: 2–4 g per day\nStandardized extract: 300–600 mg per day,Health claim pending European authorisation,"Use on-hold claims with traditional use disclaimer.\nConsult healthcare provider before use if pregnant, breastfeeding, or taking sedative medications.\nMay cause allergic reactions in sensitive individuals.\nUse with caution when operating machinery due to sedative effects."
Lemon Balm (Melissa officinalis),Hungary,Digestive Health / Sleep Support / Stress & Mood Support / Respiratory & Throat Health,"On-Hold:\nExample of wording: Improves digestive health, helps to relax stomach and intestinal tract\nUsed to help to find a better sleep\nUsed to decrease tenseness\nUsed to decrease restlessness\nUsed to decrease irritability\nHelps to find a better sleep\nContributes to find a better sleep\nHelps to decrease tenseness\nSoothing for mouth and throat\nReliefs in case of tickle in the throat and pharynx\nSoothing and pleasant effect on throat, pharynx and vocal cords",Dried herb infusion: 2–4 g per day\nStandardized extract: 300–600 mg per day,Health claim pending European authorisation,"Use on-hold claims with traditional use disclaimer.\nConsult healthcare provider before use if pregnant, breastfeeding, or taking sedative medications.\nMay cause allergic reactions in sensitive individuals.\nUse with caution when operating machinery due to sedative effects."
Lemon Balm (Melissa officinalis),Czechia,Digestive Health / Sleep Support / Stress & Mood Support / Respiratory & Throat Health,"On-Hold:\nExample of wording: Improves digestive health, helps to relax stomach and intestinal tract\nUsed to help to find a better sleep\nUsed to decrease tenseness\nUsed to decrease restlessness\nUsed to decrease irritability\nHelps to find a better sleep\nContributes to find a better sleep\nHelps to decrease tenseness\nSoothing for mouth and throat\nReliefs in case of tickle in the throat and pharynx\nSoothing and pleasant effect on throat, pharynx and vocal cords",Dried herb infusion: 2–4 g per day\nStandardized extract: 300–600 mg per day,Health claim pending European authorisation,"Use on-hold claims with traditional use disclaimer.\nConsult healthcare provider before use if pregnant, breastfeeding, or taking sedative medications.\nMay cause allergic reactions in sensitive individuals.\nUse with caution when operating machinery due to sedative effects."
Lemon Balm (Melissa officinalis),Poland,Digestive Health / Sleep Support / Stress & Mood Support / Respiratory & Throat Health,"On-Hold:\nExample of wording: Improves digestive health, helps to relax stomach and intestinal tract\nUsed to help to find a better sleep\nUsed to decrease tenseness\nUsed to decrease restlessness\nUsed to decrease irritability\nHelps to find a better sleep\nContributes to find a better sleep\nHelps to decrease tenseness\nSoothing for mouth and throat\nReliefs in case of tickle in the throat and pharynx\nSoothing and pleasant effect on throat, pharynx and vocal cords",Dried herb infusion: 2–4 g per day\nStandardized extract: 300–600 mg per day,Health claim pending European authorisation,"Use on-hold claims with traditional use disclaimer.\nConsult healthcare provider before use if pregnant, breastfeeding, or taking sedative medications.\nMay cause allergic reactions in sensitive individuals.\nUse with caution when operating machinery due to sedative effects."
Lemon Balm (Melissa officinalis),Romania,Digestive Health / Sleep Support / Stress & Mood Support / Respiratory & Throat Health,"On-Hold:\nExample of wording: Improves digestive health, helps to relax stomach and intestinal tract\nUsed to help to find a better sleep\nUsed to decrease tenseness\nUsed to decrease restlessness\nUsed to decrease irritability\nHelps to find a better sleep\nContributes to find a better sleep\nHelps to decrease tenseness\nSoothing for mouth and throat\nReliefs in case of tickle in the throat and pharynx\nSoothing and pleasant effect on throat, pharynx and vocal cords",Dried herb infusion: 2–4 g per day\nStandardized extract: 300–600 mg per day,Health claim pending European authorisation,"Use on-hold claims with traditional use disclaimer.\nConsult healthcare provider before use if pregnant, breastfeeding, or taking sedative medications.\nMay cause allergic reactions in sensitive individuals.\nUse with caution when operating machinery due to sedative effects."
Lemon Balm (Melissa officinalis),Slovakia,Digestive Health / Sleep Support / Stress & Mood Support / Respiratory & Throat Health,"On-Hold:\nExample of wording: Improves digestive health, helps to relax stomach and intestinal tract\nUsed to help to find a better sleep\nUsed to decrease tenseness\nUsed to decrease restlessness\nUsed to decrease irritability\nHelps to find a better sleep\nContributes to find a better sleep\nHelps to decrease tenseness\nSoothing for mouth and throat\nReliefs in case of tickle in the throat and pharynx\nSoothing and pleasant effect on throat, pharynx and vocal cords",Dried herb infusion: 2–4 g per day\nStandardized extract: 300–600 mg per day,Health claim pending European authorisation,"Use on-hold claims with traditional use disclaimer.\nConsult healthcare provider before use if pregnant, breastfeeding, or taking sedative medications.\nMay cause allergic reactions in sensitive individuals.\nUse with caution when operating machinery due to sedative effects."
Lemon Balm (Melissa officinalis),Bulgaria,Digestive Health / Sleep Support / Stress & Mood Support / Respiratory & Throat Health,"On-Hold:\nExample of wording: Improves digestive health, helps to relax stomach and intestinal tract\nUsed to help to find a better sleep\nUsed to decrease tenseness\nUsed to decrease restlessness\nUsed to decrease irritability\nHelps to find a better sleep\nContributes to find a better sleep\nHelps to decrease tenseness\nSoothing for mouth and throat\nReliefs in case of tickle in the throat and pharynx\nSoothing and pleasant effect on throat, pharynx and vocal cords",Dried herb infusion: 2–4 g per day\nStandardized extract: 300–600 mg per day,Health claim pending European authorisation,"Use on-hold claims with traditional use disclaimer.\nConsult healthcare provider before use if pregnant, breastfeeding, or taking sedative medications.\nMay cause allergic reactions in sensitive individuals.\nUse with caution when operating machinery due to sedative effects."
